20216392	10755616
20219245	10754304
20219263	10754321
20465088	11008013
20470674	11019995
20483847	11027829
20491906	11035054
20497005	11040125
20499068	11044090
20501115	11046040
20514082	11058569
20518810	11069028
20521735	11067915
20530853	11076690
20535109	11080798
20540051	11086031
20541385	11087380
20545190	11093124
20546999	11097212
20563930	11110685
20570932	11120819
20570933	11120820
20570937	11120824
20571908	11123304
20573243	11122243
20576378	11032838
20578218	11134296
20578233	11134311
20580277	11139446
20582375	11146160
20582895	11150004
20584330	11150373
20584588	11154228
20584648	11153081
21003826	11117749
21011278	11128662
21011862	11129644
21012803	11128049
21026273	11151765
21028948	11155791
21031071	11191348
21036309	11163196
21066549	11145839
21066742	11145887
21077029	11203699
21079795	11212271
21084706	11216856
21092954	11171123
21093289	11173994
21093708	11158221
21095203	11157857
21099489	11180132
21099673	11166460
21100729	11163078
21100758	11165716
21102393	11160159
21103162	11160190
21103247	11160275
21103296	11160324
21105220	11160683
21105279	11160742
21108585	11182013
21108989	11163662
21109735	11163226
21110357	11175263
21111553	11158723
21115099	11207589
21115153	11220636
21121146	11229476
21124335	11222375
21131863	11237123
21133063	11243576
21134520	11238116
21136001	11238525
21136244	11238595
21136373	11238643
21142766	11207257
21145240	11248559
21153258	11231305
21154038	11254694
21155831	11258416
21158232	11261782
21163376	11224521
21170151	11175815
21174076	11275803
21179339	11282171
21184078	11286471
21184079	11286472
21184779	11287618
21185796	11290585
21185814	11290603
21186394	11290335
21188436	11293663
21188582	11293810
21195296	11298334
21198003	11301190
21203088	11306435
21203274	11306961
21205813	11309272
21210813	11299319
21213531	11313251
21214119	11313377
21214420	11313958
21214517	11313860
21214521	11313864
21216558	11317337
21216559	11317338
21221189	11320410
21225972	11325600
21226883	11327783
21232503	11333906
21235950	11339357
21238271	11279149
21240390	11342414
21240402	11342426
21240651	11342607
21240664	11342620
21240683	11342639
21240684	11342640
21240749	11342295
21240752	11342298
21250583	11352813
21250679	11352642
21256403	11357893
21258442	11360932
21259876	11359804
21259893	11359821
21260138	11360190
21261560	11369642
21261983	11369709
21264350	11371365
21269099	11375353
21272363	11376873
21272376	11378264
21276281	11382732
21278495	11385614
21278505	11385624
21282637	11389038
21286431	11390432
21286460	11390461
21286476	11390477
21286716	11390587
21288911	11395597
21291437	11397944
21293104	11294836
21293129	11399774
21295479	11402342
21301738	11408530
21301916	11408795
21309954	11404479
21311859	11418637
21311861	11418639
21311876	11418654
21311880	11418658
21313314	11420178
21316949	11422736
21317758	11425059
21319877	11426586
21326158	11337507
21328787	11434872
21328827	11435347
21329192	11435482
21329455	11435553
21334898	11441910
21336700	11443174
21336723	11443197
21336830	11442761
21340428	11447383
21341822	11449348
21341829	11449355
21342532	11448148
21347868	11313336
21347936	11356833
21347972	11371575
21351021	11457886
21351024	11457889
21352151	11458504
21352808	11459831
21357628	11465102
21359034	11466262
21359415	11373296
21359858	11466619
21359969	11467344
21361181	11468181
21361184	11468184
21363219	11471196
21363766	11469886
21369576	11477536
21369994	11397794
21370254	11477404
21370255	11477405
21371733	11478781
21376061	11483517
21391971	11413148
78142957	345907
78165928	646948
78243961	681878
79022914	308841
79064946	720288
79225924	462374
80032538	492174
80068767	510224
80074787	513012
80161233	7365260
80205384	7381199
80222614	6930326
80254646	6967568
81088140	7448753
81093967	7451447
81105535	7192922
81141012	6937448
81143525	6970782
81161585	6938262
81209206	6263401
81209839	6263453
81229128	6941676
81260241	7261860
81265481	6973584
81271552	7022285
82048495	6975165
82086319	7314584
82098485	7054210
82114943	6948600
82136853	7060016
82147031	7062741
82166484	6175589
82281646	6956240
83005500	6214495
83106949	7152477
83131778	6891642
83186675	6341389
83188841	6132996
83204609	6849801
83217486	6855231
83230863	6222739
83291326	6688425
83295933	6887939
84001945	6577947
84032920	6313738
84053675	6640089
84066221	6139509
84080809	6689945
84106471	6362849
84130660	6607790
84140373	6700262
84178365	6712623
84238528	6203849
84259095	6331655
84259121	6589045
84282381	6331880
84290642	6206136
84306548	6477127
85102467	6394407
85104095	6519920
85146267	3156509
85152262	6397264
85158098	3980675
85186850	3872972
85233509	2989190
85254470	2990687
85257187	3926465
85266114	2410666
85284782	4029081
85305500	3876063
86000980	3862435
86021813	4050327
86027718	2996751
86028039	2996770
86034627	3932471
86034662	2997300
86040213	2932642
86092241	3079885
86121439	4089086
86125840	3879073
86151192	3867998
86238756	3012975
86259058	3014437
87014826	3093895
87142820	2434732
87218708	3108000
87223096	3034980
87251218	3597702
88052881	3119226
88213897	2966829
88249842	3381637
88263016	3133660
88264423	3260404
89052759	3263921
89078997	3264542
89179873	2467052
89194996	2702570
89195152	2539255
89197277	2495246
89210808	3072196
89219069	2710122
89242103	2497518
89371608	2476028
89378613	2777014
90022210	2800922
90030612	2529994
90061802	2511169
90092414	2599058
90110496	1967259
90124644	2105167
90140708	2105528
90147621	2302185
90151654	2105887
90153985	2105946
90158596	2406568
90158614	2304473
90161003	2305024
90169371	2407588
90171176	2137831
90173249	1968525
90185221	2697644
90188846	2156043
90191722	2314899
90194790	2560867
90199680	2156607
90205027	2157089
90206049	2320113
90208323	2321018
90220600	2109187
90237240	2159024
90242285	2159372
90244306	2335803
90244394	1692348
90244395	2159545
90244434	2139896
90247097	2159684
90254291	2111191
90255794	2160380
90258907	2111447
90277507	2161813
90278097	2112575
90279052	2352322
90279073	2352328
90285430	2191992
90287178	2192264
90290483	2357216
90292959	1972702
90293687	2193097
90298081	1972889
90299137	2163347
90302010	2194289
90311515	2367616
90317873	2164595
90317911	2196387
90319091	2142528
90319127	1695378
90327113	2374935
90335211	2378870
90337320	2116362
90346297	2116990
90351381	2386492
90360678	2118049
90368794	2394747
90375934	2144551
90376424	2204723
90376447	2398533
90381353	2400807
90381363	2144777
90381807	2401033
90382324	2205477
91013631	2214620
91016834	2216722
91017623	2217228
91025498	2222774
91028334	2171704
91034184	2172166
91035625	2121746
91036996	1700011
91037456	2172422
91041706	2122173
91043047	2234062
91045897	2146676
91048014	2237444
91049522	2238523
91050279	2146852
91065527	2123468
91065749	2249899
91067681	2123553
91075236	2255914
91079526	2258623
91079577	1984449
91079583	1670606
91092266	2124973
91092267	1702384
91092268	2148290
91094881	1986254
91098050	2268558
91098724	2268914
91099657	2269427
91100449	1980125
91101115	1987353
91110562	1988951
91114695	1989880
91117203	1990263
91118160	2278044
91119580	1899335
91124866	2280609
91125342	2280769
91132035	1847170
91132900	2283805
91134976	1994572
91159628	1705836
91164434	1963690
91170801	2005404
91172211	1672442
91172250	2077396
91172768	2006151
91173312	2006423
91174087	2006697
91175240	1964061
91175478	2127692
91175694	1981844
91175707	1964088
91184620	2010090
91184714	1707027
91187152	1901389
91187647	2011512
91190842	2083253
91203899	2017177
91204058	2017258
91208110	2088505
91210272	1850412
91215472	1850644
91217625	1827138
91218850	2023633
91219488	1850841
91221358	2024810
91224990	2026605
91236696	1851743
91236793	2033090
91237114	1903417
91237800	1851858
91237803	1851861
91239569	2034676
91246215	1645452
91248763	2039752
91258741	2128940
91264362	1646583
91266912	1675604
91266919	2050125
91277630	2056282
91282927	1676267
91291720	1712226
91291757	1676597
91292396	1648430
91292530	1829648
91293101	2065663
91296379	1906155
91296472	1648706
91303691	2072454
91319738	1650477
91321794	1907460
91325181	1865413
91339573	1874085
91347784	1879243
91349414	1652603
91351285	1715516
91354520	1883525
91355651	1653056
91361546	1679576
91363265	1888683
91364264	1889142
91366165	1909740
91367666	1653950
91369589	1832547
91376383	1896644
91376384	1896645
92001749	1911548
92006162	1914170
92010096	1717377
92013023	1680914
92013087	1655897
92020218	1656391
92020850	1656441
92022337	1718025
92029620	1930693
92031293	1931834
92038993	1682217
92042309	1939341
92043714	1719077
92049367	1944294
92051383	1945879
92052106	1946356
92052179	1946405
92052214	1658795
92052243	1719551
92060325	1952426
92062170	1953785
92066454	1956769
92068245	1958222
92077236	1660414
92088960	1751404
92103005	1836958
92107162	1309587
92107586	1762852
92107919	1763035
92108417	1763325
92109743	1662496
92112059	1765275
92113075	1309833
92118719	1768652
92123193	1531086
92127655	1773463
92134262	1734865
92135145	1777483
92135176	1734946
92142646	1736549
92144438	1782151
92147648	1310680
92153263	1531412
92156261	1740494
92156797	1740663
92156807	1740667
92164748	1537389
92165059	1537556
92176633	1371788
92176657	1541828
92179751	1796314
92185243	1545132
92186836	1545787
92187059	1966869
92193465	1312541
92193472	1312543
92195320	1372388
92195648	1347914
92207144	1313226
92212930	1532661
92213189	1557508
92213636	1805423
92215726	1313693
92218428	1560002
92223210	1807404
92224250	1314139
92230800	1566834
92235036	1349016
92235212	1533227
92244343	1533441
92251244	1315834
92255823	1374612
92257680	1813169
92260664	1583734
92260679	1533884
92265660	1814434
92269839	1375324
92291523	1351090
92294188	1603822
92309248	1613697
92311659	1535455
92314696	1668145
